141 825 61278 190 277
163 665 35105 961 081
139 992 50489 022 616
148 542 52147 830 084
102 994 47888 797 711
114 366 66163 373 241
154 976 15602 442 478
156 231 41371 956 133
129 772 25466 344 033
147 401 41119 838 299
108 775 29961 793 023
111 621 11474 312 741
167 909 26187 281 227
103 764 57616 865 308
188 604 91640 771 448
121 978 72830 695 931
147 467 16245 887 403
111 919 44369 349 180
140 326 43982 823 613
195 131 82565 977 299
